sales,date,region
1150.22,2018-07-09,south
1154.2,2018-07-09,east
1172.11,2018-07-09,west
1794.0,2018-07-10,north
1794.0,2018-07-10,south
1755.0,2018-07-10,east
1761.0,2018-07-10,west
5204.79,2018-07-10,north
5744.25,2018-07-10,south
5444.55,2018-07-10,east
5854.14,2018-07-10,west
1447.5,2018-07-10,north
1385.0,2018-07-10,south
1280.0,2018-07-10,east
1415.0,2018-07-10,west
1623.0,2018-07-10,north
1554.0,2018-07-10,south
1668.0,2018-07-10,east
1623.0,2018-07-10,west
691.25,2018-07-10,north
735.0,2018-07-10,south
708.75,2018-07-10,east
688.75,2018-07-10,west
2874.2400000000002,2018-07-10,north
2969.05,2018-07-10,south
2589.81,2018-07-10,east
2779.4300000000003,2018-07-10,west
1090.52,2018-07-10,north
1046.74,2018-07-10,south
1040.77,2018-07-10,east
1166.14,2018-07-10,west
1605.0,2018-07-11,north
1569.0,2018-07-11,south
1638.0,2018-07-11,east
1677.0,2018-07-11,west
5914.08,2018-07-11,north
5754.24,2018-07-11,south
5344.650000000001,2018-07-11,east
5874.12,2018-07-11,west
1465.0,2018-07-11,north
1385.0,2018-07-11,south
1255.0,2018-07-11,east
1367.5,2018-07-11,west
1620.0,2018-07-11,north
1782.0,2018-07-11,south
1644.0,2018-07-11,east
1560.0,2018-07-11,west
715.0,2018-07-11,north
745.0,2018-07-11,south
706.25,2018-07-11,east
648.75,2018-07-11,west
2769.4500000000003,2018-07-11,north
2684.62,2018-07-11,south
2549.8900000000003,2018-07-11,east
2829.33,2018-07-11,west
998.98,2018-07-11,north
998.98,2018-07-11,south
1010.92,2018-07-11,east
1176.09,2018-07-11,west
1593.0,2018-07-12,north
1500.0,2018-07-12,south
1539.0,2018-07-12,east
1719.0,2018-07-12,west
5034.96,2018-07-12,north
4995.0,2018-07-12,south
5214.78,2018-07-12,east
5674.32,2018-07-12,west
1415.0,2018-07-12,north
1385.0,2018-07-12,south
1490.0,2018-07-12,east
1297.5,2018-07-12,west
1698.0,2018-07-12,north
1662.0,2018-07-12,south
1533.0,2018-07-12,east
1584.0,2018-07-12,west
682.5,2018-07-12,north
651.25,2018-07-12,south
666.25,2018-07-12,east
750.0,2018-07-12,west
2739.51,2018-07-12,north
2799.3900000000003,2018-07-12,south
2659.67,2018-07-12,east
2579.83,2018-07-12,west
1080.57,2018-07-12,north
1034.8,2018-07-12,south
1192.01,2018-07-12,east
1036.79,2018-07-12,west
1749.0,2018-07-13,north
1596.0,2018-07-13,south
1680.0,2018-07-13,east
1509.0,2018-07-13,west
5624.37,2018-07-13,north
5484.51,2018-07-13,south
5024.97,2018-07-13,east
5604.39,2018-07-13,west
1332.5,2018-07-13,north
1495.0,2018-07-13,south
1300.0,2018-07-13,east
1325.0,2018-07-13,west
1764.0,2018-07-13,north
1530.0,2018-07-13,south
1740.0,2018-07-13,east
1752.0,2018-07-13,west
675.0,2018-07-13,north
643.75,2018-07-13,south
688.75,2018-07-13,east
737.5,2018-07-13,west
2904.1800000000003,2018-07-13,north
2969.05,2018-07-13,south
2939.11,2018-07-13,east
2684.62,2018-07-13,west
1184.05,2018-07-13,north
1172.11,2018-07-13,south
1034.8,2018-07-13,east
1042.76,2018-07-13,west
1500.0,2018-07-14,north
1653.0,2018-07-14,south
1620.0,2018-07-14,east
1575.0,2018-07-14,west
5594.400000000001,2018-07-14,north
5374.62,2018-07-14,south
5444.55,2018-07-14,east
5174.82,2018-07-14,west
1292.5,2018-07-14,north
1312.5,2018-07-14,south
1255.0,2018-07-14,east
1325.0,2018-07-14,west
1569.0,2018-07-14,north
1662.0,2018-07-14,south
1797.0,2018-07-14,east
1713.0,2018-07-14,west
646.25,2018-07-14,north
737.5,2018-07-14,south
693.75,2018-07-14,east
661.25,2018-07-14,west
2834.32,2018-07-14,north
2544.9,2018-07-14,south
2524.94,2018-07-14,east
2984.02,2018-07-14,west
1152.21,2018-07-14,north
1096.49,2018-07-14,south
1136.29,2018-07-14,east
1148.23,2018-07-14,west
1737.0,2018-07-15,north
1713.0,2018-07-15,south
1698.0,2018-07-15,east
1539.0,2018-07-15,west
5794.2,2018-07-15,north
5564.43,2018-07-15,south
5864.13,2018-07-15,east
5804.1900000000005,2018-07-15,west
1257.5,2018-07-15,north
1392.5,2018-07-15,south
1415.0,2018-07-15,east
1340.0,2018-07-15,west
1743.0,2018-07-15,north
1533.0,2018-07-15,south
1743.0,2018-07-15,east
1500.0,2018-07-15,west
715.0,2018-07-15,north
663.75,2018-07-15,south
685.0,2018-07-15,east
702.5,2018-07-15,west
2984.02,2018-07-15,north
2884.2200000000003,2018-07-15,south
2684.62,2018-07-15,east
2939.11,2018-07-15,west
998.98,2018-07-15,north
1066.64,2018-07-15,south
1068.6299999999999,2018-07-15,east
1112.41,2018-07-15,west
1773.0,2018-07-16,north
1707.0,2018-07-16,south
1554.0,2018-07-16,east
1515.0,2018-07-16,west
5254.74,2018-07-16,north
5544.45,2018-07-16,south
5394.6,2018-07-16,east
5454.54,2018-07-16,west
1335.0,2018-07-16,north
1397.5,2018-07-16,south
1422.5,2018-07-16,east
1430.0,2018-07-16,west
1644.0,2018-07-16,north
1758.0,2018-07-16,south
1740.0,2018-07-16,east
1659.0,2018-07-16,west
732.5,2018-07-16,north
731.25,2018-07-16,south
721.25,2018-07-16,east
692.5,2018-07-16,west
2629.73,2018-07-16,north
2979.03,2018-07-16,south
2919.15,2018-07-16,east
2629.73,2018-07-16,west
1186.04,2018-07-16,north
1172.11,2018-07-16,south
1052.71,2018-07-16,east
1070.62,2018-07-16,west
1551.0,2018-07-17,north
1566.0,2018-07-17,south
1788.0,2018-07-17,east
1614.0,2018-07-17,west
5754.24,2018-07-17,north
5814.18,2018-07-17,south
5514.4800000000005,2018-07-17,east
5634.36,2018-07-17,west
1387.5,2018-07-17,north
1315.0,2018-07-17,south
1327.5,2018-07-17,east
1280.0,2018-07-17,west
1548.0,2018-07-17,north
1578.0,2018-07-17,south
1542.0,2018-07-17,east
1728.0,2018-07-17,west
632.5,2018-07-17,north
717.5,2018-07-17,south
725.0,2018-07-17,east
635.0,2018-07-17,west
2729.53,2018-07-17,north
2724.54,2018-07-17,south
2804.38,2018-07-17,east
2859.27,2018-07-17,west
1168.1299999999999,2018-07-17,north
1070.62,2018-07-17,south
1100.47,2018-07-17,east
1098.48,2018-07-17,west
1704.0,2018-07-18,north
1656.0,2018-07-18,south
1530.0,2018-07-18,east
1659.0,2018-07-18,west
5224.77,2018-07-18,north
5164.83,2018-07-18,south
5334.66,2018-07-18,east
5224.77,2018-07-18,west
1380.0,2018-07-18,north
1357.5,2018-07-18,south
1365.0,2018-07-18,east
1482.5,2018-07-18,west
1662.0,2018-07-18,north
1626.0,2018-07-18,south
1623.0,2018-07-18,east
1590.0,2018-07-18,west
738.75,2018-07-18,north
651.25,2018-07-18,south
671.25,2018-07-18,east
736.25,2018-07-18,west
2854.28,2018-07-18,north
2964.06,2018-07-18,south
2929.13,2018-07-18,east
2874.2400000000002,2018-07-18,west
1076.59,2018-07-18,north
1018.88,2018-07-18,south
1070.62,2018-07-18,east
1194.0,2018-07-18,west
1620.0,2018-07-19,north
1725.0,2018-07-19,south
1704.0,2018-07-19,east
1527.0,2018-07-19,west
5934.06,2018-07-19,north
5054.9400000000005,2018-07-19,south
5464.53,2018-07-19,east
5214.78,2018-07-19,west
1270.0,2018-07-19,north
1467.5,2018-07-19,south
1387.5,2018-07-19,east
1285.0,2018-07-19,west
1713.0,2018-07-19,north
1581.0,2018-07-19,south
1731.0,2018-07-19,east
1623.0,2018-07-19,west
673.75,2018-07-19,north
655.0,2018-07-19,south
722.5,2018-07-19,east
651.25,2018-07-19,west
2914.1600000000003,2018-07-19,north
2754.48,2018-07-19,south
2554.88,2018-07-19,east
2599.79,2018-07-19,west
1120.37,2018-07-19,north
1006.9399999999999,2018-07-19,south
1076.59,2018-07-19,east
1192.01,2018-07-19,west
1731.0,2018-07-20,north
1761.0,2018-07-20,south
1644.0,2018-07-20,east
1653.0,2018-07-20,west
5784.21,2018-07-20,north
5994.0,2018-07-20,south
5014.9800000000005,2018-07-20,east
5884.11,2018-07-20,west
1425.0,2018-07-20,north
1432.5,2018-07-20,south
1277.5,2018-07-20,east
1287.5,2018-07-20,west
1605.0,2018-07-20,north
1683.0,2018-07-20,south
1548.0,2018-07-20,east
1785.0,2018-07-20,west
690.0,2018-07-20,north
720.0,2018-07-20,south
701.25,2018-07-20,east
661.25,2018-07-20,west
2729.53,2018-07-20,north
2569.85,2018-07-20,south
2939.11,2018-07-20,east
2629.73,2018-07-20,west
1106.44,2018-07-20,north
1140.27,2018-07-20,south
1122.36,2018-07-20,east
1054.7,2018-07-20,west
1725.0,2018-07-21,north
1698.0,2018-07-21,south
1662.0,2018-07-21,east
1656.0,2018-07-21,west
5074.92,2018-07-21,north
5324.67,2018-07-21,south
5134.86,2018-07-21,east
5304.6900000000005,2018-07-21,west
1430.0,2018-07-21,north
1312.5,2018-07-21,south
1477.5,2018-07-21,east
1500.0,2018-07-21,west
1527.0,2018-07-21,north
1512.0,2018-07-21,south
1575.0,2018-07-21,east
1725.0,2018-07-21,west
722.5,2018-07-21,north
655.0,2018-07-21,south
656.25,2018-07-21,east
748.75,2018-07-21,west
2524.94,2018-07-21,north
2495.0,2018-07-21,south
2514.96,2018-07-21,east
2979.03,2018-07-21,west
1150.22,2018-07-21,north
1002.96,2018-07-21,south
1152.21,2018-07-21,east
1062.66,2018-07-21,west
1608.0,2018-07-22,north
1773.0,2018-07-22,south
1659.0,2018-07-22,east
1647.0,2018-07-22,west
5024.97,2018-07-22,north
5324.67,2018-07-22,south
5014.9800000000005,2018-07-22,east
5094.900000000001,2018-07-22,west
1277.5,2018-07-22,north
1257.5,2018-07-22,south
1297.5,2018-07-22,east
1482.5,2018-07-22,west
1710.0,2018-07-22,north
1611.0,2018-07-22,south
1533.0,2018-07-22,east
1767.0,2018-07-22,west
643.75,2018-07-22,north
701.25,2018-07-22,south
638.75,2018-07-22,east
667.5,2018-07-22,west
2759.4700000000003,2018-07-22,north
2719.55,2018-07-22,south
2874.2400000000002,2018-07-22,east
2799.3900000000003,2018-07-22,west
1136.29,2018-07-22,north
1122.36,2018-07-22,south
1046.74,2018-07-22,east
1160.17,2018-07-22,west
1638.0,2018-07-23,north
1623.0,2018-07-23,south
1719.0,2018-07-23,east
1629.0,2018-07-23,west
5734.26,2018-07-23,north
5604.39,2018-07-23,south
5844.150000000001,2018-07-23,east
5564.43,2018-07-23,west
1490.0,2018-07-23,north
1497.5,2018-07-23,south
1365.0,2018-07-23,east
1305.0,2018-07-23,west
1650.0,2018-07-23,north
1731.0,2018-07-23,south
1602.0,2018-07-23,east
1548.0,2018-07-23,west
696.25,2018-07-23,north
651.25,2018-07-23,south
661.25,2018-07-23,east
728.75,2018-07-23,west
2569.85,2018-07-23,north
2804.38,2018-07-23,south
2774.44,2018-07-23,east
2519.9500000000003,2018-07-23,west
1060.67,2018-07-23,north
1042.76,2018-07-23,south
1154.2,2018-07-23,east
1186.04,2018-07-23,west
1701.0,2018-07-24,north
1725.0,2018-07-24,south
1752.0,2018-07-24,east
1557.0,2018-07-24,west
5494.5,2018-07-24,north
5024.97,2018-07-24,south
5134.86,2018-07-24,east
5924.07,2018-07-24,west
1457.5,2018-07-24,north
1317.5,2018-07-24,south
1390.0,2018-07-24,east
1442.5,2018-07-24,west
1641.0,2018-07-24,north
1599.0,2018-07-24,south
1746.0,2018-07-24,east
1629.0,2018-07-24,west
671.25,2018-07-24,north
685.0,2018-07-24,south
726.25,2018-07-24,east
696.25,2018-07-24,west
2789.4100000000003,2018-07-24,north
2914.1600000000003,2018-07-24,south
2799.3900000000003,2018-07-24,east
2774.44,2018-07-24,west
1182.06,2018-07-24,north
1052.71,2018-07-24,south
1030.82,2018-07-24,east
1064.65,2018-07-24,west
1500.0,2018-07-25,north
1707.0,2018-07-25,south
1533.0,2018-07-25,east
1737.0,2018-07-25,west
5734.26,2018-07-25,north
5224.77,2018-07-25,south
5874.12,2018-07-25,east
5834.16,2018-07-25,west
1407.5,2018-07-25,north
1397.5,2018-07-25,south
1485.0,2018-07-25,east
1382.5,2018-07-25,west
1536.0,2018-07-25,north
1773.0,2018-07-25,south
1608.0,2018-07-25,east
1794.0,2018-07-25,west
718.75,2018-07-25,north
687.5,2018-07-25,south
702.5,2018-07-25,east
631.25,2018-07-25,west
2709.57,2018-07-25,north
2649.69,2018-07-25,south
2684.62,2018-07-25,east
2974.04,2018-07-25,west
1026.84,2018-07-25,north
1132.31,2018-07-25,south
1028.83,2018-07-25,east
1168.1299999999999,2018-07-25,west
1605.0,2018-07-26,north
1767.0,2018-07-26,south
1551.0,2018-07-26,east
1521.0,2018-07-26,west
5134.86,2018-07-26,north
5764.2300000000005,2018-07-26,south
5684.31,2018-07-26,east
5754.24,2018-07-26,west
1320.0,2018-07-26,north
1277.5,2018-07-26,south
1395.0,2018-07-26,east
1437.5,2018-07-26,west
1647.0,2018-07-26,north
1740.0,2018-07-26,south
1539.0,2018-07-26,east
1587.0,2018-07-26,west
720.0,2018-07-26,north
703.75,2018-07-26,south
680.0,2018-07-26,east
681.25,2018-07-26,west
2699.59,2018-07-26,north
2714.56,2018-07-26,south
2934.1200000000003,2018-07-26,east
2634.7200000000003,2018-07-26,west
1170.12,2018-07-26,north
1000.97,2018-07-26,south
1000.97,2018-07-26,east
1024.85,2018-07-26,west
1659.0,2018-07-27,north
1611.0,2018-07-27,south
1695.0,2018-07-27,east
1632.0,2018-07-27,west
5904.09,2018-07-27,north
5154.84,2018-07-27,south
5004.99,2018-07-27,east
5094.900000000001,2018-07-27,west
1402.5,2018-07-27,north
1305.0,2018-07-27,south
1390.0,2018-07-27,east
1367.5,2018-07-27,west
1572.0,2018-07-27,north
1779.0,2018-07-27,south
1587.0,2018-07-27,east
1698.0,2018-07-27,west
662.5,2018-07-27,north
730.0,2018-07-27,south
722.5,2018-07-27,east
741.25,2018-07-27,west
2634.7200000000003,2018-07-27,north
2704.58,2018-07-27,south
2884.2200000000003,2018-07-27,east
2599.79,2018-07-27,west
1072.61,2018-07-27,north
1088.53,2018-07-27,south
1084.55,2018-07-27,east
1160.17,2018-07-27,west
1515.0,2018-07-28,north
1584.0,2018-07-28,south
1596.0,2018-07-28,east
1743.0,2018-07-28,west
5104.89,2018-07-28,north
5474.52,2018-07-28,south
5284.71,2018-07-28,east
5184.81,2018-07-28,west
1365.0,2018-07-28,north
1385.0,2018-07-28,south
1482.5,2018-07-28,east
1395.0,2018-07-28,west
1740.0,2018-07-28,north
1572.0,2018-07-28,south
1518.0,2018-07-28,east
1773.0,2018-07-28,west
746.25,2018-07-28,north
630.0,2018-07-28,south
658.75,2018-07-28,east
627.5,2018-07-28,west
2769.4500000000003,2018-07-28,north
2644.7000000000003,2018-07-28,south
2644.7000000000003,2018-07-28,east
2764.46,2018-07-28,west
1002.96,2018-07-28,north
1194.0,2018-07-28,south
1090.52,2018-07-28,east
1006.9399999999999,2018-07-28,west
1791.0,2018-07-29,north
1599.0,2018-07-29,south
1749.0,2018-07-29,east
1755.0,2018-07-29,west
5864.13,2018-07-29,north
5794.2,2018-07-29,south
5124.87,2018-07-29,east
5444.55,2018-07-29,west
1332.5,2018-07-29,north
1285.0,2018-07-29,south
1352.5,2018-07-29,east
1475.0,2018-07-29,west
1569.0,2018-07-29,north
1788.0,2018-07-29,south
1611.0,2018-07-29,east
1677.0,2018-07-29,west
661.25,2018-07-29,north
655.0,2018-07-29,south
675.0,2018-07-29,east
687.5,2018-07-29,west
2964.06,2018-07-29,north
2574.84,2018-07-29,south
2844.3,2018-07-29,east
2954.08,2018-07-29,west
1146.24,2018-07-29,north
1088.53,2018-07-29,south
1164.15,2018-07-29,east
1126.34,2018-07-29,west
1755.0,2018-07-30,north
1662.0,2018-07-30,south
1509.0,2018-07-30,east
1776.0,2018-07-30,west
5454.54,2018-07-30,north
5794.2,2018-07-30,south
5014.9800000000005,2018-07-30,east
5174.82,2018-07-30,west
1410.0,2018-07-30,north
1307.5,2018-07-30,south
1392.5,2018-07-30,east
1300.0,2018-07-30,west
1710.0,2018-07-30,north
1770.0,2018-07-30,south
1503.0,2018-07-30,east
1752.0,2018-07-30,west
750.0,2018-07-30,north
697.5,2018-07-30,south
648.75,2018-07-30,east
731.25,2018-07-30,west
2714.56,2018-07-30,north
2509.9700000000003,2018-07-30,south
2944.1,2018-07-30,east
2634.7200000000003,2018-07-30,west
1024.85,2018-07-30,north
1112.41,2018-07-30,south
1114.4,2018-07-30,east
1136.29,2018-07-30,west
1695.0,2018-07-31,north
1707.0,2018-07-31,south
1548.0,2018-07-31,east
1578.0,2018-07-31,west
5954.04,2018-07-31,north
4995.0,2018-07-31,south
5444.55,2018-07-31,east
5874.12,2018-07-31,west
1267.5,2018-07-31,north
1437.5,2018-07-31,south
1290.0,2018-07-31,east
1352.5,2018-07-31,west
1683.0,2018-07-31,north
1557.0,2018-07-31,south
1647.0,2018-07-31,east
1635.0,2018-07-31,west
712.5,2018-07-31,north
728.75,2018-07-31,south
683.75,2018-07-31,east
687.5,2018-07-31,west
2844.3,2018-07-31,north
2989.01,2018-07-31,south
2909.17,2018-07-31,east
2904.1800000000003,2018-07-31,west
1154.2,2018-07-31,north
1134.3,2018-07-31,south
1162.16,2018-07-31,east
1046.74,2018-07-31,west
1563.0,2018-08-01,north
1674.0,2018-08-01,south
1554.0,2018-08-01,east
1665.0,2018-08-01,west
5954.04,2018-08-01,north
4995.0,2018-08-01,south
5424.57,2018-08-01,east
5434.56,2018-08-01,west
1462.5,2018-08-01,north
1315.0,2018-08-01,south
1492.5,2018-08-01,east
1430.0,2018-08-01,west
1506.0,2018-08-01,north
1617.0,2018-08-01,south
1632.0,2018-08-01,east
1665.0,2018-08-01,west
632.5,2018-08-01,north
697.5,2018-08-01,south
727.5,2018-08-01,east
700.0,2018-08-01,west
2754.48,2018-08-01,north
2574.84,2018-08-01,south
2614.76,2018-08-01,east
2864.26,2018-08-01,west
1122.36,2018-08-01,north
1002.96,2018-08-01,south
1094.5,2018-08-01,east
1044.75,2018-08-01,west
1527.0,2018-08-02,north
1617.0,2018-08-02,south
1548.0,2018-08-02,east
1671.0,2018-08-02,west
5294.7,2018-08-02,north
5674.32,2018-08-02,south
5774.22,2018-08-02,east
5014.9800000000005,2018-08-02,west
1390.0,2018-08-02,north
1425.0,2018-08-02,south
1305.0,2018-08-02,east
1400.0,2018-08-02,west
1773.0,2018-08-02,north
1764.0,2018-08-02,south
1587.0,2018-08-02,east
1734.0,2018-08-02,west
750.0,2018-08-02,north
736.25,2018-08-02,south
630.0,2018-08-02,east
673.75,2018-08-02,west
2929.13,2018-08-02,north
2704.58,2018-08-02,south
2724.54,2018-08-02,east
2639.71,2018-08-02,west
1018.88,2018-08-02,north
1158.18,2018-08-02,south
1046.74,2018-08-02,east
1044.75,2018-08-02,west
1668.0,2018-08-03,north
1671.0,2018-08-03,south
1719.0,2018-08-03,east
1668.0,2018-08-03,west
5204.79,2018-08-03,north
5474.52,2018-08-03,south
5394.6,2018-08-03,east
5254.74,2018-08-03,west
1357.5,2018-08-03,north
1365.0,2018-08-03,south
1380.0,2018-08-03,east
1280.0,2018-08-03,west
1635.0,2018-08-03,north
1716.0,2018-08-03,south
1683.0,2018-08-03,east
1566.0,2018-08-03,west
700.0,2018-08-03,north
665.0,2018-08-03,south
631.25,2018-08-03,east
725.0,2018-08-03,west
2799.3900000000003,2018-08-03,north
2824.34,2018-08-03,south
2669.65,2018-08-03,east
2639.71,2018-08-03,west
1070.62,2018-08-03,north
1042.76,2018-08-03,south
1086.54,2018-08-03,east
1084.55,2018-08-03,west
1536.0,2018-08-04,north
1734.0,2018-08-04,south
1743.0,2018-08-04,east
1776.0,2018-08-04,west
5464.53,2018-08-04,north
5474.52,2018-08-04,south
5624.37,2018-08-04,east
5534.46,2018-08-04,west
1420.0,2018-08-04,north
1480.0,2018-08-04,south
1435.0,2018-08-04,east
1377.5,2018-08-04,west
1767.0,2018-08-04,north
1608.0,2018-08-04,south
1524.0,2018-08-04,east
1587.0,2018-08-04,west
735.0,2018-08-04,north
653.75,2018-08-04,south
635.0,2018-08-04,east
711.25,2018-08-04,west
2994.0,2018-08-04,north
2524.94,2018-08-04,south
2609.77,2018-08-04,east
2679.63,2018-08-04,west
1146.24,2018-08-04,north
1128.33,2018-08-04,south
1020.87,2018-08-04,east
1186.04,2018-08-04,west
1650.0,2018-08-05,north
1599.0,2018-08-05,south
1614.0,2018-08-05,east
1773.0,2018-08-05,west
5324.67,2018-08-05,north
5884.11,2018-08-05,south
5964.03,2018-08-05,east
5814.18,2018-08-05,west
1287.5,2018-08-05,north
1402.5,2018-08-05,south
1447.5,2018-08-05,east
1422.5,2018-08-05,west
1512.0,2018-08-05,north
1638.0,2018-08-05,south
1725.0,2018-08-05,east
1710.0,2018-08-05,west
628.75,2018-08-05,north
637.5,2018-08-05,south
643.75,2018-08-05,east
706.25,2018-08-05,west
2834.32,2018-08-05,north
2789.4100000000003,2018-08-05,south
2574.84,2018-08-05,east
2679.63,2018-08-05,west
1184.05,2018-08-05,north
1010.92,2018-08-05,south
1010.92,2018-08-05,east
1096.49,2018-08-05,west
1611.0,2018-08-06,north
1605.0,2018-08-06,south
1554.0,2018-08-06,east
1788.0,2018-08-06,west
5614.38,2018-08-06,north
5124.87,2018-08-06,south
5414.58,2018-08-06,east
5184.81,2018-08-06,west
1275.0,2018-08-06,north
1420.0,2018-08-06,south
1467.5,2018-08-06,east
1417.5,2018-08-06,west
1572.0,2018-08-06,north
1578.0,2018-08-06,south
1713.0,2018-08-06,east
1653.0,2018-08-06,west
718.75,2018-08-06,north
737.5,2018-08-06,south
693.75,2018-08-06,east
673.75,2018-08-06,west
2929.13,2018-08-06,north
2564.86,2018-08-06,south
2834.32,2018-08-06,east
2709.57,2018-08-06,west
1054.7,2018-08-06,north
1046.74,2018-08-06,south
1022.86,2018-08-06,east
1014.9,2018-08-06,west
1566.0,2018-08-07,north
1560.0,2018-08-07,south
1551.0,2018-08-07,east
1626.0,2018-08-07,west
5784.21,2018-08-07,north
5934.06,2018-08-07,south
5494.5,2018-08-07,east
5824.17,2018-08-07,west
1302.5,2018-08-07,north
1390.0,2018-08-07,south
1352.5,2018-08-07,east
1260.0,2018-08-07,west
1536.0,2018-08-07,north
1566.0,2018-08-07,south
1590.0,2018-08-07,east
1578.0,2018-08-07,west
697.5,2018-08-07,north
631.25,2018-08-07,south
688.75,2018-08-07,east
632.5,2018-08-07,west
2519.9500000000003,2018-08-07,north
2979.03,2018-08-07,south
2639.71,2018-08-07,east
2919.15,2018-08-07,west
1114.4,2018-08-07,north
1092.51,2018-08-07,south
1080.57,2018-08-07,east
1058.68,2018-08-07,west
1665.0,2018-08-08,north
1539.0,2018-08-08,south
1506.0,2018-08-08,east
1617.0,2018-08-08,west
5304.6900000000005,2018-08-08,north
5084.91,2018-08-08,south
5454.54,2018-08-08,east
5844.150000000001,2018-08-08,west
1305.0,2018-08-08,north
1402.5,2018-08-08,south
1275.0,2018-08-08,east
1372.5,2018-08-08,west
1551.0,2018-08-08,north
1752.0,2018-08-08,south
1704.0,2018-08-08,east
1701.0,2018-08-08,west
671.25,2018-08-08,north
745.0,2018-08-08,south
696.25,2018-08-08,east
663.75,2018-08-08,west
2529.9300000000003,2018-08-08,north
2639.71,2018-08-08,south
2944.1,2018-08-08,east
2799.3900000000003,2018-08-08,west
1148.23,2018-08-08,north
1114.4,2018-08-08,south
1062.66,2018-08-08,east
1094.5,2018-08-08,west
1797.0,2018-08-09,north
1794.0,2018-08-09,south
1620.0,2018-08-09,east
1683.0,2018-08-09,west
5674.32,2018-08-09,north
5244.75,2018-08-09,south
5374.62,2018-08-09,east
5754.24,2018-08-09,west
1367.5,2018-08-09,north
1492.5,2018-08-09,south
1382.5,2018-08-09,east
1297.5,2018-08-09,west
1554.0,2018-08-09,north
1638.0,2018-08-09,south
1548.0,2018-08-09,east
1791.0,2018-08-09,west
703.75,2018-08-09,north
710.0,2018-08-09,south
638.75,2018-08-09,east
657.5,2018-08-09,west
2874.2400000000002,2018-08-09,north
2649.69,2018-08-09,south
2989.01,2018-08-09,east
2554.88,2018-08-09,west
1106.44,2018-08-09,north
1050.72,2018-08-09,south
998.98,2018-08-09,east
1184.05,2018-08-09,west
1620.0,2018-08-10,north
1554.0,2018-08-10,south
1701.0,2018-08-10,east
1785.0,2018-08-10,west
4995.0,2018-08-10,north
5794.2,2018-08-10,south
5484.51,2018-08-10,east
5444.55,2018-08-10,west
1397.5,2018-08-10,north
1255.0,2018-08-10,south
1427.5,2018-08-10,east
1497.5,2018-08-10,west
1584.0,2018-08-10,north
1578.0,2018-08-10,south
1686.0,2018-08-10,east
1560.0,2018-08-10,west
750.0,2018-08-10,north
750.0,2018-08-10,south
668.75,2018-08-10,east
651.25,2018-08-10,west
2654.6800000000003,2018-08-10,north
2904.1800000000003,2018-08-10,south
2754.48,2018-08-10,east
2819.35,2018-08-10,west
1068.6299999999999,2018-08-10,north
1016.89,2018-08-10,south
1156.19,2018-08-10,east
1000.97,2018-08-10,west
1689.0,2018-08-11,north
1650.0,2018-08-11,south
1533.0,2018-08-11,east
1587.0,2018-08-11,west
5314.68,2018-08-11,north
5054.9400000000005,2018-08-11,south
5774.22,2018-08-11,east
5064.93,2018-08-11,west
1430.0,2018-08-11,north
1397.5,2018-08-11,south
1412.5,2018-08-11,east
1267.5,2018-08-11,west
1686.0,2018-08-11,north
1704.0,2018-08-11,south
1692.0,2018-08-11,east
1752.0,2018-08-11,west
720.0,2018-08-11,north
702.5,2018-08-11,south
746.25,2018-08-11,east
732.5,2018-08-11,west
2934.1200000000003,2018-08-11,north
2754.48,2018-08-11,south
2754.48,2018-08-11,east
2939.11,2018-08-11,west
1008.93,2018-08-11,north
1108.43,2018-08-11,south
1078.58,2018-08-11,east
1194.0,2018-08-11,west
1509.0,2018-08-12,north
1743.0,2018-08-12,south
1719.0,2018-08-12,east
1743.0,2018-08-12,west
5224.77,2018-08-12,north
5274.72,2018-08-12,south
5984.01,2018-08-12,east
5554.4400000000005,2018-08-12,west
1307.5,2018-08-12,north
1452.5,2018-08-12,south
1357.5,2018-08-12,east
1265.0,2018-08-12,west
1509.0,2018-08-12,north
1665.0,2018-08-12,south
1794.0,2018-08-12,east
1536.0,2018-08-12,west
632.5,2018-08-12,north
707.5,2018-08-12,south
680.0,2018-08-12,east
720.0,2018-08-12,west
2704.58,2018-08-12,north
2774.44,2018-08-12,south
2909.17,2018-08-12,east
2924.1400000000003,2018-08-12,west
1020.87,2018-08-12,north
1008.93,2018-08-12,south
1030.82,2018-08-12,east
1040.77,2018-08-12,west
1701.0,2018-08-13,north
1629.0,2018-08-13,south
1638.0,2018-08-13,east
1611.0,2018-08-13,west
5264.7300000000005,2018-08-13,north
5204.79,2018-08-13,south
5434.56,2018-08-13,east
5024.97,2018-08-13,west
1482.5,2018-08-13,north
1332.5,2018-08-13,south
1370.0,2018-08-13,east
1337.5,2018-08-13,west
1695.0,2018-08-13,north
1773.0,2018-08-13,south
1572.0,2018-08-13,east
1590.0,2018-08-13,west
650.0,2018-08-13,north
647.5,2018-08-13,south
625.0,2018-08-13,east
683.75,2018-08-13,west
2994.0,2018-08-13,north
2784.42,2018-08-13,south
2829.33,2018-08-13,east
2649.69,2018-08-13,west
1052.71,2018-08-13,north
1148.23,2018-08-13,south
1162.16,2018-08-13,east
1100.47,2018-08-13,west
1623.0,2018-08-14,north
1635.0,2018-08-14,south
1716.0,2018-08-14,east
1707.0,2018-08-14,west
5214.78,2018-08-14,north
5284.71,2018-08-14,south
5214.78,2018-08-14,east
5614.38,2018-08-14,west
1465.0,2018-08-14,north
